id,lemma,pos,count
0,і,CCONJ,19404
1,у,ADP,14978
2,не,PART,10595
3,на,ADP,9032
4,з,ADP,8525
5,я,PRON,7872
6,а,CCONJ,5228
7,ты,PRON,5136
8,мы,PRON,4095
9,ён,PRON,4005
10,як,ADV,3459
11,быць,AUX,3334
12,за,ADP,3198
13,як,SCONJ,3196
14,што,PRON,3192
15,свой,DET,2617
16,што,SCONJ,2518
17,да,ADP,2514
18,ж,PART,2360
19,той,DET,2194
20,вы,PRON,2018
21,яны,PRON,2017
22,мой,DET,2006
23,наш,DET,1956
24,ад,ADP,1896
25,ды,CCONJ,1887
26,дзе,ADV,1878
27,каб,SCONJ,1850
28,па,ADP,1834
29,так,ADV,1764
30,яна,PRON,1759
31,чалавек,NOUN,1628
32,увесь,DET,1579
33,над,ADP,1501
34,свет,NOUN,1479
35,сэрца,NOUN,1417
36,хто,PRON,1408
37,зямля,NOUN,1390
38,толькі,PART,1376
39,пад,ADP,1365
40,тут,ADV,1280
41,там,ADV,1266
42,ці,CCONJ,1227
43,дзень,NOUN,1195
44,твой,DET,1172
45,калі,SCONJ,1172
46,песня,NOUN,1145
47,час,NOUN,1136
48,жыць,VERB,1092
49,вока,NOUN,1061
50,ужо,ADV,1055
51,сонца,NOUN,1051
52,мець,VERB,1038
53,вось,PART,986
54,ісці,VERB,973
55,гэта,PRON,959
56,гэты,DET,950
57,быць,VERB,947
58,рука,NOUN,936
59,усё,PRON,931
60,даць,VERB,906
61,без,ADP,902
62,адзін,NUM,880
63,такі,DET,879
64,год,NOUN,870
65,аб,ADP,848
66,сам,ADJ,846
67,народ,NOUN,838
68,поле,NOUN,833
69,жыццё,NOUN,830
70,ні,CCONJ,824
71,то,SCONJ,818
72,стаць,VERB,812
73,жа,PART,799
74,бо,SCONJ,798
75,хата,NOUN,792
76,край,NOUN,792
77,магчы,VERB,777
78,але,CCONJ,768
79,для,ADP,768
80,неба,NOUN,762
81,родны,ADJ,747
82,душа,NOUN,740
83,сіла,NOUN,734
84,знаць,VERB,726
85,дарога,NOUN,724
86,хоць,SCONJ,702
87,яшчэ,ADV,700
88,сябе,PRON,676
89,вецер,NOUN,670
90,кожны,ADJ,655
91,дык,PART,654
92,хацець,VERB,647
93,лес,NOUN,640
94,новы,ADJ,640
95,чуць,VERB,636
96,сказаць,VERB,635
97,няма,VERB,615
98,ні,PART,610
99,пайсці,VERB,605
100,думка,NOUN,600
101,слова,NOUN,597
102,глядзець,VERB,584
103,бачыць,VERB,579
104,які,PRON,571
105,і,PART,564
106,іх,DET,563
107,стаяць,VERB,563
108,стары,ADJ,545
109,хай,PART,544
110,ноч,NOUN,543
111,прыйсці,VERB,541
112,б,AUX,538
113,брат,NOUN,538
114,бы,PART,528
115,адзін,DET,521
116,трэба,VERB,518
117,к,ADP,509
118,праз,ADP,508
119,пра,ADP,507
120,сляза,NOUN,500
121,пан,NOUN,499
122,раз,NOUN,496
123,зноў,ADV,494
124,сын,NOUN,492
125,вялікі,ADJ,490
126,казаць,VERB,484
127,шлях,NOUN,482
128,ці,SCONJ,481
129,другі,ADJ,474
130,цяпер,ADV,473
131,цяжкі,ADJ,472
132,усе,PRON,471
133,воля,NOUN,468
134,тое,PRON,463
135,вясна,NOUN,463
136,вада,NOUN,462
137,чорны,ADJ,457
138,добры,ADJ,449
139,дзіця,NOUN,443
140,праца,NOUN,442
141,доля,NOUN,436
142,ну,PART,435
143,малады,ADJ,416
144,нага,NOUN,413
145,праўда,NOUN,411
146,хмара,NOUN,409
147,шчасце,NOUN,407
148,два,NUM,401
149,кроў,NOUN,398
150,гара,NOUN,398
151,узяць,VERB,380
152,любіць,VERB,379
153,бог,PROPN,376
154,аж,PART,376
155,пара,NOUN,374
156,дзяўчына,NOUN,373
157,яго,DET,373
158,хлеб,NOUN,373
159,няхай,PART,371
160,сон,NOUN,371
161,ведаць,VERB,370
162,які,DET,369
163,самы,ADJ,368
164,белы,ADJ,367
165,маці,NOUN,362
166,са,ADP,362
167,магіла,NOUN,354
168,мора,NOUN,354
169,дом,NOUN,351
170,век,NOUN,346
171,жывы,ADJ,345
172,ой,INTJ,342
173,між,ADP,340
174,чакаць,VERB,337
175,бы,AUX,334
176,ваш,DET,333
177,ля,ADP,331
178,грудзь,NOUN,326
179,тады,ADV,326
180,увесь,PRON,324
181,слава,NOUN,323
182,вёска,NOUN,322
183,бацька,NOUN,322
184,голас,NOUN,321
185,кветка,NOUN,315
186,галава,NOUN,315
187,цёмны,ADJ,315
188,шмат,ADV,313
189,радасць,NOUN,311
190,зара,NOUN,311
191,агонь,NOUN,310
192,краіна,NOUN,307
193,чырвоны,ADJ,304
194,лета,NOUN,302
195,далей,ADV,300
196,ніхто,PRON,296
197,ясны,ADJ,293
198,першы,ADJ,292
199,вольны,ADJ,287
200,нібы,PART,287
201,біць,VERB,285
202,бяда,NOUN,284
203,больш,ADV,283
204,колькі,NUM,283
205,хваля,NOUN,281
206,хоць,PART,281
207,о,INTJ,281
208,выйсці,VERB,280
209,прастора,NOUN,279
210,здавацца,VERB,275
211,цень,NOUN,272
212,знайсці,VERB,267
213,твар,NOUN,265
214,яе,DET,260
215,ніколі,ADV,260
216,думаць,VERB,259
217,забыць,VERB,259
218,вайна,NOUN,257
219,ляжаць,VERB,255
220,смерць,NOUN,254
221,зялёны,ADJ,254
222,ляцець,VERB,251
223,ходзіць,VERB,251
224,мілы,ADJ,251
225,трава,NOUN,248
226,даваць,VERB,247
227,зорка,NOUN,246
228,пры,ADP,244
229,бедны,ADJ,243
230,перад,ADP,243
231,сядзець,VERB,241
232,хлопец,NOUN,240
233,рада,NOUN,240
234,прайсці,VERB,239
235,чужы,ADJ,239
236,крыж,NOUN,239
237,разам,ADV,239
238,вечны,ADJ,237
239,гоар,NOUN,236
240,звон,NOUN,235
241,шукаць,VERB,235
242,спяваць,VERB,234
243,след,NOUN,231
244,сабе,PRON,230
245,пакінуць,VERB,228
246,кінуць,VERB,228
247,чаму,ADV,227
248,дух,NOUN,225
249,апошні,ADJ,225
250,болей,ADV,225
251,весці,VERB,222
252,гэтак,ADV,222
253,йсці,VERB,222
254,ніва,NOUN,221
255,конь,NOUN,221
256,мой,NOUN,220
257,гэй,INTJ,218
258,канец,NOUN,218
259,пачуць,VERB,217
260,зрабіць,VERB,217
261,рака,NOUN,216
262,усё,ADV,216
263,куды,ADV,213
264,тры,NUM,213
265,ліст,NOUN,212
266,каля,ADP,211
267,спаць,VERB,211
268,хадзіць,VERB,210
269,зіма,NOUN,209
270,плакаць,VERB,209
271,жаль,NOUN,207
272,пакуль,ADV,207
273,,NUM,207
274,горад,NOUN,207
275,слухаць,VERB,207
276,многа,ADV,205
277,шум,NOUN,203
278,дзед,NOUN,203
279,страх,NOUN,203
280,шчаслівы,ADJ,203
281,акно,NOUN,202
282,хутка,ADV,202
283,месяц,NOUN,201
284,гаварыць,VERB,201
285,сад,NOUN,200
286,нейкі,DET,200
287,верыць,VERB,199
288,дрэва,NOUN,198
289,нішто,PRON,198
290,пісаць,VERB,198
291,аддаць,VERB,197
292,янка,PROPN,196
293,далёкі,ADJ,196
294,вораг,NOUN,194
295,святы,ADJ,193
296,дым,NOUN,192
297,беларусь,PROPN,191
298,сябар,NOUN,190
299,боль,NOUN,190
300,сцяг,NOUN,190
301,пачаць,VERB,188
302,даўно,ADV,188
303,гуляць,VERB,185
304,ціхі,ADJ,185
305,проста,PART,185
306,сіні,ADJ,183
307,светлы,ADJ,183
308,глянуць,VERB,183
309,прасіць,VERB,182
310,малы,ADJ,182
311,каханне,NOUN,182
312,бы,SCONJ,182
313,справа,NOUN,181
314,людскі,ADJ,181
315,восень,NOUN,180
316,свята,NOUN,179
317,жонка,NOUN,179
318,двор,NOUN,179
319,страшны,ADJ,179
320,лёс,NOUN,179
321,дуб,NOUN,178
322,цэлы,ADJ,178
323,друг,NOUN,178
324,месца,NOUN,178
325,снег,NOUN,178
326,залаты,ADJ,177
327,люд,NOUN,177
328,бегчы,VERB,177
329,яно,PRON,176
330,пушча,NOUN,174
331,і,ADJ,174
332,потым,ADV,174
333,быццам,PART,173
334,туман,NOUN,172
335,корпус,ADP,171
336,крык,NOUN,170
337,птушка,NOUN,169
338,крыніца,NOUN,168
339,нават,PART,168
340,надзея,NOUN,168
341,зора,NOUN,167
342,луг,NOUN,166
343,казка,NOUN,166
344,дый,CCONJ,166
345,камень,NOUN,166
346,бура,NOUN,166
347,лепшы,ADJ,165
348,вясёлы,ADJ,164
349,дождж,NOUN,164
350,іншы,ADJ,164
351,эх,INTJ,164
352,усход,NOUN,164
353,бор,NOUN,163
354,курган,NOUN,162
355,халодны,ADJ,162
356,ехаць,VERB,161
357,краса,NOUN,161
358,госць,NOUN,160
359,матка,NOUN,160
360,мара,NOUN,160
361,беларускі,ADJ,159
362,мука,NOUN,158
363,цар,NOUN,158
364,заўсёды,ADV,158
365,таму,ADV,158
366,ціха,ADV,157
367,шумець,VERB,156
368,мусіць,VERB,155
369,убачыць,VERB,155
370,сёння,ADV,155
371,бог,NOUN,155
372,мова,NOUN,154
373,усюды,ADV,154
374,браць,VERB,154
375,святло,NOUN,154
376,вечар,NOUN,153
377,мо,PART,153
378,мала,ADV,153
379,бок,NOUN,153
380,дзетка,NOUN,153
381,трывога,NOUN,152
382,бываць,VERB,152
383,цёплы,ADJ,150
384,поўны,ADJ,150
385,высокі,ADJ,149
386,спакой,NOUN,149
387,пяць,VERB,148
388,несці,VERB,148
389,сярод,ADP,148
390,савецкі,ADJ,148
391,балота,NOUN,148
392,работа,NOUN,147
393,пот,NOUN,147
394,сцежка,NOUN,147
395,мужык,NOUN,146
396,паэт,NOUN,146
397,дума,NOUN,145
398,закон,NOUN,145
399,ночка,NOUN,145
400,рабіць,VERB,145
401,сцяна,NOUN,144
402,сяло,NOUN,144
403,устаць,VERB,143
404,хатка,NOUN,143
405,крыўда,NOUN,143
406,дзіўны,ADJ,143
407,сягоння,ADV,143
408,піць,VERB,142
409,з-за,ADP,142
410,ах,INTJ,141
411,бераг,NOUN,141
412,крывавы,ADJ,141
413,ляса,NOUN,141
414,пажар,NOUN,140
415,доўга,ADV,139
416,бой,NOUN,139
417,прыгожы,ADJ,139
418,крычаць,VERB,139
419,музыка,NOUN,139
420,памяць,NOUN,138
421,вяк,NOUN,138
422,раса,NOUN,137
423,цемра,NOUN,137
424,плячо,NOUN,137
425,працаваць,VERB,136
426,навек,NOUN,135
427,радзіма,NOUN,135
428,чысты,ADJ,135
429,дол,NOUN,135
430,дзверы,NOUN,134
431,свабода,NOUN,134
432,i,CCONJ,134
433,рэчка,NOUN,134
434,кат,NOUN,134
435,вечна,ADV,134
436,любы,ADJ,133
437,добра,ADV,133
438,з-пад,ADP,133
439,паль,NOUN,133
440,зваць,VERB,132
441,крок,NOUN,132
442,застацца,VERB,130
443,вера,NOUN,130
444,забіць,VERB,129
445,панскі,ADJ,129
446,ён,DET,129
447,туды,ADV,126
448,горка,NOUN,126
449,плысці,VERB,126
450,усе,DET,126
451,зусім,ADV,125
452,грошы,NOUN,125
453,цела,NOUN,124
454,зірнуць,VERB,124
455,бяроза,NOUN,124
456,i,ADJ,123
457,раптам,ADV,122
458,сусед,NOUN,122
459,блізкі,ADJ,121
460,стол,NOUN,121
461,герой,NOUN,121
462,быццам,SCONJ,120
463,маўчаць,VERB,120
464,тысяча,NOUN,120
465,лёгкі,ADJ,120
466,згінуць,VERB,120
467,пытаць,VERB,119
468,любоў,NOUN,119
469,падаць,VERB,119
470,шырокі,ADJ,118
471,паміж,ADP,118
472,дар,NOUN,118
473,ленін,PROPN,117
474,імя,NOUN,116
475,граць,VERB,116
476,лепш,ADV,116
477,шчыра,ADV,116
478,смяцца,VERB,115
479,косць,NOUN,115
480,ліцца,VERB,114
481,чорт,NOUN,114
482,плач,NOUN,113
483,трымаць,VERB,113
484,горкі,ADJ,112
485,ізноў,ADV,112
486,лад,NOUN,112
487,можна,VERB,112
488,май,NOUN,111
489,назад,ADV,111
490,відаць,VERB,110
491,нешта,PRON,110
492,вярнуцца,VERB,109
493,свеціць,VERB,109
494,ласка,NOUN,109
495,сесці,VERB,109
496,слаўны,ADJ,109
497,вуліца,NOUN,109
498,дзікі,ADJ,108
499,кут,NOUN,108
500,пасля,ADP,108
501,вельмі,ADV,108
502,кацярына,PROPN,107
503,памерці,VERB,107
504,злы,ADJ,107
505,знікнуць,VERB,107
506,захад,NOUN,107
507,пазнаць,VERB,106
508,часта,ADV,106
509,нават,ADV,106
510,недзе,ADV,106
511,парог,NOUN,106
512,усё,DET,105
513,дзяўчынка,NOUN,105
514,нідзе,ADV,105
515,бар,NOUN,105
516,баяцца,VERB,105
517,пабачыць,VERB,104
518,хіба,PART,104
519,яны,DET,104
520,загінуць,VERB,104
521,смех,NOUN,104
522,палац,NOUN,103
523,сумны,ADJ,103
524,далёка,ADV,103
525,таварыш,NOUN,102
526,расці,VERB,101
527,голад,NOUN,101
528,жыць,NOUN,100
529,каса,NOUN,100
530,вуха,NOUN,100
531,пакута,NOUN,100
532,вядомы,ADJ,100
533,гарэць,VERB,100
534,долар,NOUN,99
535,магутны,ADJ,99
536,адзіны,ADJ,99
537,рана,NOUN,99
538,загон,NOUN,99
539,есці,VERB,99
540,глухі,ADJ,99
541,туга,NOUN,99
542,хацецца,VERB,99
543,той,PRON,98
544,гінуць,VERB,98
545,гаспадар,NOUN,98
546,паглядзець,VERB,98
547,беларус,NOUN,98
548,паход,NOUN,98
549,сталін,PROPN,98
550,зараз,ADV,98
551,былы,ADJ,98
552,пусты,ADJ,97
553,жанчына,NOUN,97
554,салдат,NOUN,97
555,сонечны,ADJ,97
556,адказ,NOUN,97
557,іх,PRON,97
558,старонка,NOUN,96
559,спіна,NOUN,96
560,пазіраць,VERB,96
561,маліцца,VERB,96
562,мароз,NOUN,96
563,або,CCONJ,96
564,рай,NOUN,95
565,мільён,NOUN,95
566,світанне,NOUN,95
567,грамада,NOUN,95
568,шчыры,ADJ,95
569,гро,NOUN,95
570,доўгі,ADJ,94
571,прад,ADP,94
572,калісьці,ADV,94
573,заснуць,VERB,94
574,грозны,ADJ,94
575,цягнуць,VERB,93
576,сюды,ADV,93
577,прыхадзіць,VERB,93
578,хвіліна,NOUN,93
579,помніць,VERB,93
580,куст,NOUN,93
581,пыл,NOUN,92
582,братка,NOUN,92
583,клікаць,VERB,92
584,забраць,VERB,92
585,кос,NOUN,92
586,мяжа,NOUN,91
587,спець,VERB,91
588,цішыня,NOUN,90
589,паказаць,VERB,90
590,звінець,VERB,90
591,выходзіць,VERB,90
592,змагчы,VERB,90
593,ва,ADP,90
594,здзек,NOUN,90
595,стан,NOUN,89
596,агне,NOUN,89
597,сто,NUM,89
598,трэці,ADJ,89
599,то,CCONJ,88
600,просты,ADJ,88
601,збіраць,VERB,88
602,свабодны,ADJ,88
603,плывуць,VERB,88
604,моц,NOUN,88
605,ход,NOUN,88
606,зуб,NOUN,88
607,жадаць,VERB,87
608,гук,NOUN,87
609,божы,ADJ,87
610,мера,NOUN,87
611,паўстаць,VERB,87
612,кніга,NOUN,86
613,суровы,ADJ,85
614,маланка,NOUN,85
615,гатовы,ADJ,85
616,лёд,NOUN,85
617,шкода,NOUN,85
618,пясок,NOUN,85
619,лясны,ADJ,84
620,чарка,NOUN,84
621,працоўны,ADJ,84
622,сума,NOUN,84
623,багаты,ADJ,84
624,дарагі,ADJ,84
625,права,NOUN,83
626,няволя,NOUN,83
627,хаваць,VERB,83
628,род,NOUN,83
629,дно,NOUN,83
630,сям’я,NOUN,83
631,гадзіна,NOUN,82
632,га,NOUN,82
633,дрыжаць,VERB,82
634,жоўты,ADJ,82
635,дзядзька,NOUN,82
636,ланцуг,NOUN,81
637,яна,DET,81
638,возера,NOUN,81
639,даль,NOUN,81
640,бітва,NOUN,81
641,холад,NOUN,81
642,стогнуць,VERB,81
643,гоман,NOUN,81
644,смяяцца,VERB,81
645,кара,NOUN,81
646,вакол,ADP,81
647,перамога,NOUN,81
648,божа,INTJ,80
649,сотня,NOUN,80
650,жалеза,NOUN,80
651,чытаць,VERB,80
652,заўтра,ADV,80
653,жара,NOUN,80
654,кане,NOUN,80
655,злосць,NOUN,80
656,учора,ADV,79
657,адкуль,ADV,79
658,суд,NOUN,79
659,граніца,NOUN,79
660,труп,NOUN,79
661,вітаць,VERB,79
662,згода,NOUN,79
663,скарб,NOUN,79
664,багата,ADJ,79
665,нашто,PRON,79
666,розум,NOUN,79
667,сабака,NOUN,79
668,буйны,ADJ,79
669,пахаваць,VERB,79
670,нядоля,NOUN,78
671,розны,ADJ,78
672,легчы,VERB,78
673,мура,NOUN,78
674,успомніць,VERB,78
675,змагацца,VERB,78
676,змрок,NOUN,78
677,скура,NOUN,78
678,крывя,NOUN,77
679,дабро,NOUN,77
680,наперад,ADV,77
681,ці,PART,77
682,аж,ADV,77
683,машына,NOUN,77
684,мудры,ADJ,77
685,роўны,ADJ,77
686,служыць,VERB,76
687,памагчы,VERB,76
688,дружба,NOUN,76
689,кахаць,VERB,76
690,раніца,NOUN,76
691,золата,NOUN,76
692,праменне,NOUN,76
693,часіна,NOUN,75
694,пяць,NUM,75
695,рэка,NOUN,75
696,пець,VERB,75
697,лягчы,VERB,75
698,гэткі,ADJ,75
699,паклон,NOUN,75
700,лічыць,VERB,75
701,цераз,ADP,74
702,зразумець,VERB,74
703,масква,PROPN,74
704,знак,NOUN,74
705,агнё,NOUN,74
706,робіць,VERB,74
707,мёд,NOUN,74
708,правадыр,NOUN,74
709,абшар,NOUN,74
710,моцна,ADV,73
711,няшчасны,ADJ,73
712,галодны,ADJ,73
713,гнаць,VERB,73
714,труна,NOUN,73
715,цьма,NOUN,73
716,смутак,NOUN,73
717,лепей,ADV,73
718,нос,NOUN,73
719,выпіць,VERB,72
720,гарачы,ADJ,72
721,значыць,VERB,72
722,таксама,ADV,72
723,скакаць,VERB,72
724,па-над,ADP,72
725,сысці,VERB,72
726,каменне,NOUN,72
727,паслухаць,VERB,72
728,вот,PART,72
729,дзіў,NOUN,72
730,цалаваць,VERB,72
731,павінны,ADJ,71
732,навука,NOUN,71
733,князь,NOUN,71
734,унук,NOUN,70
735,адразу,ADV,70
736,хаціна,NOUN,70
737,чуваць,VERB,70
738,жывіць,VERB,70
739,умець,VERB,70
740,крыло,NOUN,70
741,рэха,NOUN,70
742,народны,ADJ,70
743,нябёс,NOUN,70
744,трывожны,ADJ,69
745,дачка,NOUN,69
746,ліхі,ADJ,69
747,сястра,NOUN,69
748,надта,ADV,69
749,воз,NOUN,69
750,прыняць,VERB,69
751,дзякуй,NOUN,69
752,ох,INTJ,69
753,панаваць,VERB,69
754,пасля,ADV,69
755,выць,VERB,69
756,кідаць,VERB,69
757,спіць,VERB,69
758,насіць,VERB,68
759,ліх,NOUN,68
760,круг,NOUN,68
761,гонар,NOUN,68
762,межа,NOUN,68
763,патрэбны,ADJ,68
764,хвоя,NOUN,68
765,колас,NOUN,68
766,грышка,PROPN,68
767,баец,NOUN,67
768,зямелька,NOUN,67
769,звер,NOUN,67
770,хмарка,NOUN,67
771,крыха,NOUN,67
772,змаганне,NOUN,67
773,скрозь,ADP,67
774,школа,NOUN,67
775,завод,NOUN,67
776,гараць,VERB,67
777,дарагі,NOUN,66
778,падняць,VERB,66
779,мёртвы,ADJ,66
780,гэй,ADV,66
781,вучыць,VERB,66
782,пачатак,NOUN,66
783,маленькі,ADJ,66
784,чым,SCONJ,66
785,слуп,NOUN,66
786,пах,NOUN,65
787,палёт,NOUN,65
788,узняць,VERB,65
789,густы,ADJ,65
790,жарт,NOUN,65
791,шчэ,ADV,65
792,прахадзіць,VERB,65
793,даліна,NOUN,65
794,сынок,NOUN,65
795,спеў,NOUN,65
796,чарада,NOUN,65
797,прынесці,VERB,65
798,стэп,NOUN,65
799,скуль,ADV,65
800,ахвяра,NOUN,65
801,поўнач,NOUN,65
802,гэта,PART,65
803,вежа,NOUN,64
804,баба,NOUN,64
805,вобраз,NOUN,64
806,уцякаць,VERB,64
807,над,ADV,64
808,сход,NOUN,64
809,турма,NOUN,64
810,забыцца,VERB,64
811,калгас,NOUN,64
812,сніцца,VERB,64
813,неяк,ADV,64
814,астрог,NOUN,64
815,плач,VERB,64
816,заплакаць,VERB,63
817,радасны,ADJ,63
818,заўжды,ADV,63
819,прывет,NOUN,63
820,плот,NOUN,63
821,воўк,NOUN,63
822,сачыць,VERB,63
823,табі,PRON,63
824,адказаць,VERB,63
825,гаротны,ADJ,63
826,карона,NOUN,63
827,хапаць,VERB,63
828,прапасці,VERB,63
829,бог,INTJ,63
830,сонейка,NOUN,63
831,ані,CCONJ,62
832,здацца,VERB,62
833,іскра,NOUN,62
834,доле,NOUN,62
835,мэта,NOUN,62
836,моцны,ADJ,62
837,палаць,VERB,62
838,дараваць,VERB,62
839,спакойна,ADV,62
840,гэткі,DET,62
841,нарэшце,ADV,62
842,мужчына,NOUN,61
843,сівы,ADJ,61
844,матуля,NOUN,61
845,штось,PART,61
846,скал,NOUN,61
847,ззяць,VERB,61
848,верны,ADJ,61
849,ціша,NOUN,61
850,замест,ADP,61
851,пэўна,ADV,61
852,рух,NOUN,61
853,уставаць,VERB,61
854,бот,NOUN,61
855,дома,ADV,61
856,варта,NOUN,61
857,ледзь,ADV,60
858,снаваць,VERB,60
859,цуд,NOUN,60
860,высока,ADV,60
861,дастаць,VERB,60
862,шыя,NOUN,60
863,ранак,NOUN,60
864,знікаць,VERB,60
865,цярпець,VERB,60
866,войска,NOUN,60
867,важны,ADJ,60
868,парадак,NOUN,60
869,губа,NOUN,60
870,паляцець,VERB,60
871,вянок,NOUN,60
872,схаваць,VERB,59
873,сеяць,VERB,59
874,глыбіня,NOUN,59
875,даволі,ADV,59
876,пыць,VERB,59
877,калыска,NOUN,59
878,калгасны,ADJ,59
879,далонь,NOUN,59
880,заспяваць,VERB,59
881,рана,ADV,59
882,ніяк,ADV,59
883,нёман,PROPN,59
884,табоя,NOUN,59
885,кліча,NOUN,59
886,нібы,SCONJ,58
887,няўжо,ADV,58
888,уначы,ADV,58
889,павесці,VERB,58
890,паставіць,VERB,58
891,фашысцкі,ADJ,58
892,смела,ADV,58
893,мінск,PROPN,58
894,рэч,NOUN,58
895,гоар,ADV,58
896,знішчыць,VERB,58
897,цвет,NOUN,57
898,сабраць,VERB,57
899,раб,NOUN,57
900,луга,NOUN,57
901,гадаваць,VERB,57
902,верш,NOUN,57
903,дуба,NOUN,57
904,адвечны,ADJ,57
905,судзіць,VERB,57
906,спа,VERB,57
907,спытаць,VERB,57
908,штосьці,PRON,57
909,расказаць,VERB,57
910,зямны,ADJ,56
911,акіян,NOUN,56
912,цвісці,VERB,56
913,удар,NOUN,56
914,папер,NOUN,56
915,крылле,NOUN,56
916,нібыта,ADV,56
917,рвцца,VERB,56
918,сна,NOUN,56
919,плачыць,VERB,56
920,начны,ADJ,56
921,гамоніць,VERB,56
922,трохі,ADV,56
923,ахвота,NOUN,56
924,планета,NOUN,56
925,град,NOUN,56
926,сонны,ADJ,56
927,мо,ADV,56
928,куток,NOUN,56
929,складаць,VERB,56
930,мір,NOUN,56
931,бляск,NOUN,56
932,рой,NOUN,56
933,віно,NOUN,56
934,гром,NOUN,55
935,плуга,NOUN,55
936,гармат,NOUN,55
937,паветра,NOUN,55
938,навокал,ADV,55
939,палец,NOUN,55
940,веяць,VERB,55
941,спаткаць,VERB,55
942,чый,DET,55
943,нямала,ADV,55
944,аж,PROPN,55
945,дзік,NOUN,55
946,мець,DET,55
947,сухі,ADJ,55
948,узняцца,VERB,55
949,барацьба,NOUN,55
950,лаза,NOUN,55
951,згадаць,VERB,54
952,хаця,PART,54
953,пакідаць,VERB,54
954,улада,NOUN,54
955,адзінокі,ADJ,54
956,калісь,ADV,54
957,абняць,VERB,54
958,упасці,VERB,54
959,зброя,NOUN,54
960,стацца,VERB,54
961,шэры,ADJ,54
962,галіна,NOUN,54
963,шнура,NOUN,54
964,узяцца,VERB,54
965,чар,NOUN,54
966,чыста,ADV,54
967,досыць,ADV,54
968,эй,INTJ,54
969,марыць,VERB,54
970,іграць,VERB,54
971,тона,NOUN,53
972,ціха,ADJ,53
973,вясковы,ADJ,53
974,палон,NOUN,53
975,столькі,NUM,53
976,уласны,ADJ,53
977,глыбокі,ADJ,53
978,сусвет,NOUN,53
979,нехта,PRON,53
980,жалезны,ADJ,53
981,спакойны,ADJ,53
982,гул,NOUN,52
983,капаць,VERB,52
984,от,PART,52
985,хворы,ADJ,52
986,сляпы,ADJ,52
987,гоня,NOUN,52
988,жалейка,NOUN,52
989,шалёны,ADJ,52
990,скора,ADV,52
991,вод,NOUN,52
992,свінне,NOUN,52
993,напэўна,ADV,52
994,аднойчы,ADV,52
995,вір,NOUN,52
996,паліць,VERB,52
997,віхр,NOUN,52
998,бязмежны,ADJ,52
999,б’цца,VERB,52
1000,сустрэць,VERB,52
1001,партызан,NOUN,52
1002,труба,NOUN,52
1003,ісці,NOUN,52
1004,побач,ADV,51
1005,пусціць,VERB,51
1006,*,SYM,51
1007,дваццаць,NUM,51
1008,чалавечы,ADJ,51
1009,невядомы,ADJ,51
1010,попел,NOUN,51
1011,будаваць,VERB,51
1012,дробны,ADJ,51
1013,вабіць,VERB,51
1014,стогн,NOUN,51
1015,радзіцца,VERB,51
1016,дурны,ADJ,51
1017,страта,NOUN,51
1018,паміраць,VERB,51
1019,палка,NOUN,50
1020,служба,NOUN,50
1021,язык,NOUN,50
1022,творчы,ADJ,50
1023,спыніць,VERB,50
1024,раней,ADV,50
1025,падарожна,ADJ,50
1026,дзесяць,NUM,50
1027,нельга,VERB,50
1028,яго,PRON,50
1029,вырасці,VERB,50
1030,гасцінец,NOUN,50
1031,ня,PART,50
1032,даўні,ADJ,50
1033,ваяваць,VERB,50
1034,зорны,ADJ,50
1035,куль,NOUN,50
1036,гарэлка,NOUN,50
1037,армія,NOUN,50
1038,свежы,ADJ,50
1039,пахнуць,VERB,50
1040,украіна,PROPN,50
1041,навальніца,NOUN,50
1042,рэспубліка,NOUN,50
1043,гараваць,VERB,50
1044,пытанне,NOUN,49
1045,маладосць,NOUN,49
1046,даць,NOUN,49
1047,о,ADV,49
1048,сіні,NOUN,49
1049,можа,ADV,49
1050,сказ,NOUN,49
1051,аж,ADP,49
1052,конік,NOUN,49
1053,папа,NOUN,49
1054,вісець,VERB,49
1055,балець,VERB,49
1056,лісць,NOUN,49
1057,прыгон,NOUN,49
1058,маркотны,ADJ,49
1059,жальба,NOUN,49
1060,слуга,NOUN,49
1061,біцца,VERB,48
1062,блакітны,ADJ,48
1063,блізка,ADV,48
1064,кропля,NOUN,48
1065,мама,NOUN,48
1066,дружна,ADV,48
1067,збожжа,NOUN,48
1068,свіст,NOUN,48
1069,прадаць,VERB,48
1070,дадому,ADV,48
1071,смелы,ADJ,48
1072,страціць,VERB,48
1073,сталінскі,ADJ,48
1074,грэх,NOUN,48
1075,роса,NOUN,48
1076,чатыры,NUM,48
1077,ласкавы,ADJ,48
1078,вышыня,NOUN,48
1079,увага,NOUN,48
1080,знаёмы,ADJ,48
1081,савет,NOUN,48
1082,сірата,NOUN,47
1083,чужы,NOUN,47
1084,захацець,VERB,47
1085,тое,DET,47
1086,зло,NOUN,47
1087,жыв,NOUN,47
1088,стрэльба,NOUN,47
1089,шчасці,NOUN,47
1090,трактар,NOUN,47
1091,зайсці,VERB,47
1092,прыносіць,VERB,47
1093,глыбока,ADV,47
1094,торба,NOUN,47
1095,багацце,NOUN,47
1096,адчуць,VERB,47
1097,лоб,NOUN,47
1098,ранне,NOUN,47
1099,кола,NOUN,47
1100,рыба,NOUN,47
1101,мінуць,VERB,47
1102,мілы,NOUN,47
1103,шапка,NOUN,46
1104,сорам,NOUN,46
1105,сведка,NOUN,46
